LOCAL_CODE,Latitude,Longitude
(지번) 산림동 107,37.5676937,126.9961256
(지번) 예장동 8-57,37.5572576,126.9859432
(지번) 을지로3가 348-5,37.5659266,126.9899348
(지번) 충무로3가 58-5,37.5626597,126.9908798
(지번) 입정동 264-8,37.5676477,126.9912214
(지번) 을지로3가 321-2,37.5655282,126.9908843
(지번) 서소문동 53-1,37.5632608,126.9731203
(지번) 을지로3가 302-22,37.5653177,126.9920321
(지번) 신당동 368-86,37.5534092,127.0103123
(지번) 충무로2가 50-6,37.5622412,126.9897462
(지번) 을지로3가 104-5,37.5671667,126.9920219
(지번) 흥인동 47,37.5662001,127.0171428
(지번) 방산동 109-2,37.5678910,127.0013527
(지번) 충무로1가 22-13,37.5614101,126.9832160
(지번) 필동2가 15-14,37.5611548,126.9950341
(지번) 신당동 292-175,37.5629320,127.0151005
(지번) 무교동 12-1,37.5681113,126.9794880
(지번) 필동2가 97-1,37.5590243,126.9960357
(지번) 만리동1가 62-16,37.5555390,126.9674011
(지번) 신당동 422-1,37.5562297,127.0099614
(지번) 서소문동 136,37.5629039,126.9746703
(지번) 신당동 250-14,37.5652310,127.0130668
(지번) 충무로4가 134-1,37.5623128,126.9948518
(지번) 신당동 375-21,37.5583189,127.0117131
(지번) 장충동2가 187-14,37.5602046,127.0052450
(지번) 인현동2가 189-26,37.5627266,126.9951393
(지번) 북창동 20-1,37.5624297,126.9772381
(지번) 충무로2가 12-3,37.5620099,126.9886051
(지번) 황학동 1785,37.5700588,127.0197034
(지번) 북창동 118,37.5617971,126.9776706
(지번) 남대문로4가 17-19,37.5616092,126.9769667
(지번) 태평로2가 69-3,37.5628817,126.9769587
(지번) 저동2가 5-2,37.5653295,126.9902382
(지번) 흥인동 117-7,37.5661217,127.0155880
(지번) 필동2가 17-5,37.5607237,126.9949157
(지번) 신당동 340-83,37.5573935,127.0126876
(지번) 을지로3가 228,37.5668571,126.9934481
(지번) 수표동 56-10,37.5668595,126.9885877
(지번) 을지로6가 17-2,37.5686422,127.0077487
(지번) 신당동 288-24,37.5606945,127.0152437
(지번) 예장동 8-38,37.5568481,126.9853436
(지번) 을지로3가 302-18,37.5657388,126.9916729
(지번) 남대문로4가 71-1,37.5609830,126.9770098
(지번) 장충동2가 202,37.5567589,127.0060636
(지번) 서소문동 120-15,37.5620187,126.9739682
(지번) 신당동 357-2,37.5562392,127.0091776
(지번) 정동 17-4,37.5671998,126.9706571
(지번) 황학동 707-2,37.5659459,127.0210171
(지번) 저동2가 69-1,37.5644535,126.9899730
(지번) 신당동 393-11,37.5628087,127.0102565
(지번) 회현동1가 150-1,37.5569261,126.9792161
(지번) 북창동 81,37.5626359,126.9780717
(지번) 저동2가 10,37.5652704,126.9908018
(지번) 태평로1가 29-1,37.5680175,126.9781741
(지번) 수하동 67,37.5674308,126.9851626
(지번) 태평로2가 23,37.5646854,126.9779131
(지번) 남창동 34-35,37.5598713,126.9770714
(지번) 소공동 87-10,37.5648276,126.9793153
(지번) 북창동 12-4,37.5629039,126.9783197
(지번) 충무로5가 8-2,37.5631965,127.0011100
(지번) 명동1가 59-1,37.5643684,126.9839592
(지번) 충무로1가 25-36,37.5611672,126.9828248
(지번) 수표동 56-1,37.5670797,126.9894098
(지번) 인현동1가 27-2,37.5658700,126.9947973
(지번) 을지로2가 199-40,37.5647240,126.9838537
(지번) 명동2가 23,37.5625422,126.9860194
(지번) 신당동 381-3,37.5563402,127.0109837
(지번) 을지로1가 32,37.5668155,126.9794992
(지번) 신당동 379-10,37.5579690,127.0116146
(지번) 충무로4가 127-16,37.5622426,126.9956579
(지번) 장충동2가 201-3,37.5504246,127.0027208
(지번) 태평로2가 366-1,37.5647280,126.9763291
(지번) 무교동 97,37.5684168,126.9785570
(지번) 흥인동 114,37.5655301,127.0158440
(지번) 을지로3가 349-1,37.5657718,126.9899757
(지번) 예장동 8-108,37.5567434,126.9850513
(지번) 소공동 81,37.5638033,126.9800160
(지번) 을지로6가 18-95,37.5677540,127.0081918
(지번) 충무로5가 87-3,37.5615399,126.9975507
(지번) 북창동 93-35,37.5625395,126.9789252
(지번) 정동 23-9,37.5678865,126.9694492
(지번) 남대문로3가 27-2,37.5609253,126.9783521
(지번) 입정동 162,37.5675480,126.9929240
(지번) 남대문로1가 21,37.5673986,126.9830289
(지번) 장충동1가 62-18,37.5602098,127.0058957
(지번) 을지로6가 17-2,37.5686422,127.0077487
(지번) 신당동 292-46,37.5624066,127.0153458
(지번) 남대문로5가 63-2,37.5580715,126.9726986
(지번) 북창동 63,37.5627901,126.9777439
(지번) 충무로3가 51-7,37.5619032,126.9924032
(지번) 주교동 89-1,37.5685378,126.9987551
(지번) 입정동 272-8,37.5675252,126.9909597
(지번) 을지로3가 95-13,37.5670834,126.9909625
(지번) 쌍림동 292,37.5638972,127.0032734
(지번) 남대문로5가 84-16,37.5571545,126.9748955
(지번) 주교동 56-3,37.5689159,126.9994047
(지번) 충무로2가 7-1,37.5620695,126.9858669
(지번) 회현동1가 202-5,37.5610060,126.9799964
(지번) 태평로1가 61-21,37.5682770,126.9758812
(지번) 예장동 2-19,37.5600591,126.9912776
(지번) 명동2가 107-1,37.5621201,126.9818155
(지번) 을지로3가 295-3,37.5659200,126.9924115
(지번) 을지로3가 349-1,37.5657718,126.9899757
(지번) 신당동 337-55,37.5593813,127.0123620
(지번) 수하동 66,37.5670682,126.9839798
(지번) 소공동 87-1,37.5644511,126.9800968
(지번) 황학동 2523,37.5661872,127.0219150
(지번) 다동 124-2,37.5674138,126.9816557
(지번) 다동 140,37.5670891,126.9811430
(지번) 흥인동 111,37.5658504,127.0159248
(지번) 황학동 737,37.5659436,127.0187471
(지번) 을지로3가 320-24,37.5654815,126.9914748
(지번) 중림동 463,37.5604679,126.9677154
(지번) 장충동2가 1-10,37.5620321,127.0061257
(지번) 을지로6가 35-1,37.5655991,127.0055822
(지번) 북창동 134-1,37.5613761,126.9777039
(지번) 남대문로5가 526,37.5565064,126.9752053
(지번) 서소문동 52-1,37.5634786,126.9730725
(지번) 장충동2가 202,37.5567589,127.0060636
(지번) 을지로2가 101-11,37.5665066,126.9891796
(지번) 다동 138,37.5673890,126.9813434
(지번) 필동1가 37-3,37.5608302,126.9924170
(지번) 중림동 400-6,37.5589212,126.9622789
(지번) 인현동2가 92-10,37.5648459,126.9953986
(지번) 광희동1가 185-1,37.5652263,127.0072272
(지번) 명동2가 54-20,37.5628827,126.9841411
(지번) 을지로3가 95-5,37.5669653,126.9918117
(지번) 태평로1가 61-1,37.5683158,126.9766521
(지번) 저동2가 7-2,37.5651645,126.9905635
(지번) 남산동1가 7-3,37.5603970,126.9846802
(지번) 다동 95,37.5679273,126.9817081
(지번) 필동1가 3-19,37.5618161,126.9917180
(지번) 신당동 304-247,37.5634358,127.0118753
(지번) 을지로3가 202-8,37.5669775,126.9932307
(지번) 태평로1가 62-9,37.5684412,126.9762489
(지번) 태평로1가 84,37.5684433,126.9777444
(지번) 충무로3가 25-1,37.5630273,126.9920344
(지번) 황학동 656,37.5667932,127.0211883
(지번) 인현동2가 99-16,37.5641685,126.9946885
(지번) 충무로4가 127-18,37.5621170,126.9956721
(지번) 태평로2가 23,37.5646854,126.9779131
(지번) 회현동1가 194-47,37.5590017,126.9791623
(지번) 신당동 368-60,37.5536338,127.0106417
(지번) 신당동 132-31,37.5645316,127.0196204
(지번) 회현동2가 88,37.5601729,126.9829063
(지번) 쌍림동 292,37.5638972,127.0032734
(지번) 저동2가 48-7,37.5635177,126.9904134
(지번) 주교동 148-1,37.5683944,126.9968295
(지번) 정동 11-4,37.5659391,126.9725975
(지번) 무교동 96,37.5688241,126.9782365
(지번) 저동1가 91-2,37.5647355,126.9869223
(지번) 남대문로5가 541,37.5555270,126.9738673
(지번) 필동2가 15-14,37.5611548,126.9950341
(지번) 을지로6가 18-84,37.5674078,127.0074615
(지번) 서소문동 120-12,37.5623578,126.9742152
(지번) 장충동2가 24-28,37.5606611,127.0051633
(지번) 중림동 128-23,37.5576634,126.9682971
(지번) 을지로4가 77,37.5671065,126.9976878
(지번) 태평로2가 68-1,37.5634146,126.9770869
(지번) 수표동 11-8,37.5676785,126.9897650
(지번) 묵정동 25-21,37.5610754,127.0011282
(지번) 주교동 118-3,37.5681351,126.9984739
(지번) 을지로2가 199-18,37.5657105,126.9839458
(지번) 회현동1가 206,37.5591335,126.9806323
(지번) 을지로3가 320-24,37.5654815,126.9914748
(지번) 을지로3가 320,37.5656602,126.9912541
(지번) 명동2가 2-6,37.5635352,126.9854815
(지번) 필동2가 81-10,37.5602780,126.9952376
(지번) 서소문동 64-4,37.5625046,126.9737290
(지번) 주교동 153-2,37.5682767,126.9972156
(지번) 충무로4가 28-5,37.5624128,126.9955322
(지번) 명동2가 50-11,37.5633923,126.9840972
(지번) 수하동 67,37.5674308,126.9851626
(지번) 남창동 205-72,37.5570252,126.9776960
(지번) 태평로1가 62-4,37.5687465,126.9761257
(지번) 신당동 120-26,37.5651677,127.0187564
(지번) 수하동 66,37.5670682,126.9839798
(지번) 소공동 72-2,37.5639101,126.9805926
(지번) 명동2가 4-2,37.5629497,126.9858057
(지번) 무교동 19,37.5673303,126.9795582
(지번) 명동1가 48-2,37.5642021,126.9845041
(지번) 북창동 71-1,37.5623762,126.9777076
(지번) 신당동 112-6,37.5639923,127.0170924
(지번) 회현동2가 87,37.5594028,126.9832164
(지번) 예장동 8-98,37.5568174,126.9854867
(지번) 입정동 250,37.5675122,126.9914902
(지번) 남창동 48-12,37.5584073,126.9773326
(지번) 인현동2가 192-19,37.5637656,126.9954204
(지번) 인현동1가 37-1,37.5652489,126.9945915
(지번) 신당동 228-23,37.5642247,127.0103856
(지번) 태평로2가 23,37.5646854,126.9779131
(지번) 남대문로4가 17-1,37.5617562,126.9773163
(지번) 정동 15-5,37.5675967,126.9709594
(지번) 을지로3가 291-45,37.5660330,126.9931048
(지번) 신당동 372-36,37.5531564,127.0111825
(지번) 태평로2가 69-10,37.5623443,126.9768118
(지번) 정동 11-2,37.5659480,126.9725078
(지번) 중림동 471,37.5602042,126.9678073
(지번) 태평로1가 61-21,37.5682770,126.9758812
(지번) 신당동 304-589,37.5620352,127.0139771
(지번) 신당동 336-3,37.5592985,127.0128510
(지번) 수표동 56-22,37.5669176,126.9892217
(지번) 신당동 132-34,37.5644227,127.0196472
(지번) 무교동 45,37.5678772,126.9787870
(지번) 중림동 325-1,37.5576833,126.9673678
(지번) 을지로6가 18-75,37.5668018,127.0066480
(지번) 황학동 2545,37.5709957,127.0214143
(지번) 광희동1가 143-2,37.5656293,127.0063878
(지번) 광희동2가 96,37.5648301,127.0097590
(지번) 저동2가 8,37.5653698,126.9908601
(지번) 신당동 374-6,37.5562592,127.0112221
(지번) 신당동 251-131,37.5664993,127.0129052
(지번) 북창동 14-5,37.5636905,126.9783637
(지번) 충무로4가 135,37.5623408,126.9946429
(지번) 북창동 94-20,37.5620470,126.9781609
(지번) 신당동 386-10,37.5604089,127.0126135
(지번) 무교동 11,37.5681211,126.9797102
(지번) 다동 97,37.5676086,126.9815482
(지번) 태평로2가 366-1,37.5647280,126.9763291
(지번) 신당동 370-114,37.5582003,127.0123509
(지번) 순화동 6-16,37.5624113,126.9703344
(지번) 충무로3가 24-12,37.5629914,126.9904636
(지번) 신당동 372-13,37.5536111,127.0110568
(지번) 수하동 67,37.5674308,126.9851626
(지번) 면목동 472-12,37.5811692,127.0892785
(지번) 상봉동 111-82,37.5938020,127.0835297
(지번) 망우동 407-28,37.5944518,127.1015463
(지번) 상봉동 49-4,37.5999531,127.0954559
(지번) 중화동 298-21,37.5959566,127.0764096
(지번) 상봉동 92-2,37.5968273,127.0889533
(지번) 묵동 234-52,37.6141749,127.0764620
(지번) 상봉2동 105-29,37.5939546,127.0880017
(지번) 면목동 632-6,37.5785359,127.0860180
(지번) 망우동 43-8,37.6077684,127.1138374
(지번) 면목동 617-2,37.5796262,127.0880101
(지번) 상봉동 90-64,37.5954709,127.0892391
(지번) 면목동 50-46,37.5865060,127.0949552
(지번) 상봉동 501,37.5974441,127.0922516
(지번) 상봉동 118,37.5953513,127.0826872
(지번) 묵동 57-1,37.6165261,127.0805605
(지번) 상봉동 101,37.5964889,127.0875470
(지번) 면목동 136-7,37.5900506,127.0824722
(지번) 상봉동 136-10,37.5928270,127.0733333
(지번) 상봉동 100-15,37.5965425,127.0851669
(지번) 상봉동 85-36,37.5937682,127.0906154
(지번) 상봉2동 102-89,37.5954027,127.0860784
(지번) 묵동 237-138,37.6118484,127.0746950
(지번) 상봉동 500,37.5981105,127.0905253
(지번) 망우동 530-1,37.5919480,127.0972257
(지번) 망우동 342-47,37.6017148,127.1033987
(지번) 묵동 238-90,37.6133305,127.0767610
(지번) 상봉동 90-11,37.5957762,127.0889599
(지번) 상봉동 106-25,37.5931600,127.0871976
(지번) 중화동 320-24,37.5961217,127.0758423
(지번) 면목동 458-1,37.5834224,127.0886970
(지번) 신내동 352-3,37.6142995,127.1011247
(지번) 묵동 171-4,37.6136222,127.0783206
(지번) 면목동 72-46,37.5889755,127.0925974
(지번) 중화동 313-1,37.6014170,127.0763681
(지번) 상봉동 118-1,37.5950692,127.0827344
(지번) 면목동 552-4,37.5847109,127.0865381
(지번) 면목동 501-4,37.5843634,127.0882383
(지번) 신내동 544-19,37.6035158,127.0959561
(지번) 신내동 430-18,37.6039457,127.1017953
(지번) 망우동 486-9,37.5991841,127.0997593
(지번) 망우동 360-17,37.5995323,127.1016395
(지번) 면목동 458-86,37.5822944,127.0896491
(지번) 상봉동 107-63,37.5938129,127.0873508
(지번) 망우동 516-3,37.5950270,127.0933288
(지번) 신내동 799,37.6075417,127.0999147
(지번) 상봉동 101,37.5964889,127.0875470
(지번) 묵동 171-7,37.6147250,127.0784484
(지번) 망우동 479,37.5973374,127.0934901
(지번) 신내동 384-9,37.6076351,127.1003093
(지번) 면목동 182-112,37.5902699,127.0762589
(지번) 망우동 489-29,37.5994729,127.0961272
(지번) 망우동 403-69,37.5955127,127.1003608
(지번) 상봉동 127-15,37.5931770,127.0792009
(지번) 신내동 495-35,37.5999127,127.0957190
(지번) 신내동 243-20,37.6178514,127.1086314
(지번) 면목동 104-3,37.5890160,127.0912240
(지번) 면목동 183-35,37.5916743,127.0798787
(지번) 면목동 126-6,37.5896533,127.0870690
(지번) 면목동 458-28,37.5830261,127.0886265
(지번) 신내동 273-20,37.6189911,127.1035950
(지번) 중화동 305-42,37.6018211,127.0790848
(지번) 면목동 501-5,37.5843733,127.0877058
(지번) 중화동 305-20,37.6023928,127.0790260
(지번) 상봉동 101-10,37.5963161,127.0862408
(지번) 중화동 307-11,37.6039599,127.0787102
(지번) 묵동 163-2,37.6159534,127.0779931
(지번) 상봉동 100-2,37.5969913,127.0866885
(지번) 묵동 249-107,37.6052541,127.0768386
(지번) 중화동 330-81,37.6013428,127.0744243
(지번) 망우동 531-28,37.5914470,127.0972096
(지번) 면목동 458-120,37.5823085,127.0894157
(지번) 면목동 72-57,37.5891166,127.0919254
(지번) 망우동 469-1,37.5988580,127.0994786
(지번) 면목동 383-5,37.5717143,127.0813440
(지번) 면목동 473-16,37.5808669,127.0886776
(지번) 신내동 410-69,37.6075559,127.0981929
(지번) 면목동 617-2,37.5796262,127.0880101
(지번) 묵동 180-51,37.6099166,127.0784994
(지번) 중화동 287-15,37.6014582,127.0802301
(지번) 묵동 240-46,37.6098481,127.0759900
(지번) 상봉동 501,37.5974441,127.0922516
(지번) 상봉동 113-23,37.5945787,127.0854008
(지번) 면목동 466-23,37.5810229,127.0918068
(지번) 신내동 430-26,37.6047545,127.1022111
(지번) 상봉2동 104-82,37.5944040,127.0879417
(지번) 면목동 576-19,37.5830496,127.0848140
(지번) 망우동 233-17,37.6032786,127.1074200
(지번) 면목2동 183-83,37.5910468,127.0785186
(지번) 면목동 727-673,37.5740738,127.0798346
(지번) 신내동 409-4,37.6063151,127.0978215
(지번) 망우동 479,37.5973374,127.0934901
(지번) 묵동 170-1,37.6138498,127.0775593
(지번) 중화동 288-27,37.5998710,127.0802456
(지번) 묵동 164-4,37.6148598,127.0779132
(지번) 상봉동 90-10,37.5958053,127.0890907
(지번) 면목동 176-3,37.5871719,127.0796673
(지번) 중화동 300-44,37.5975921,127.0767252
(지번) 상봉동 113,37.5955234,127.0853545
(지번) 망우동 343-29,37.6016246,127.1030549
(지번) 면목동 133-1,37.5919351,127.0837643
(지번) 망우동 486-4,37.5993547,127.0997801
(지번) 면목동 19-68,37.5881649,127.0968178
(지번) 망우동 202-19,37.5999825,127.1027970
(지번) 면목동 186-140,37.5916697,127.0749905
(지번) 신내동 666,37.6064215,127.0947460
(지번) 면목동 496-21,37.5813484,127.0880678
(지번) 상봉동 90-48,37.5954185,127.0890579
(지번) 면목동 596-4,37.5819011,127.0878505
(지번) 면목동 572-14,37.5828472,127.0872356
(지번) 상봉동 130-166,37.5934541,127.0755081
(지번) 묵동 169-14,37.6149194,127.0768885
(지번) 신내동 387-1,37.6070008,127.1004210
(지번) 면목동 126-8,37.5892369,127.0870630
(지번) 면목동 118-13,37.5877911,127.0859376
(지번) 면목동 652-36,37.5802633,127.0846162
(지번) 묵동 245-3,37.6077964,127.0780264
(지번) 망우동 410-1,37.5949434,127.1002405
(지번) 면목동 458-49,37.5823294,127.0897771
(지번) 상봉동 490-4,37.6029420,127.0865747
(지번) 상봉동 101,37.5964889,127.0875470
(지번) 망우동 491-37,37.5981727,127.0964682
(지번) 면목동 458-1,37.5834224,127.0886970
(지번) 신내동 644,37.6154944,127.0944549
(지번) 묵동 234-52,37.6141749,127.0764620
(지번) 상봉동 130-3,37.5932384,127.0746975
(지번) 신내동 394-9,37.6078339,127.0987485
(지번) 묵동 250-1,37.6065995,127.0782256
(지번) 상봉동 500,37.5981105,127.0905253
(지번) 묵동 180-55,37.6099083,127.0782195
(지번) 상봉동 74-10,37.5984870,127.0931612
(지번) 면목동 102-25,37.5889862,127.0884959
(지번) 묵동 300-7,37.6153549,127.0792126
(지번) 상봉동 500,37.5981105,127.0905253
(지번) 신내동 797,37.6060585,127.0971514
(지번) 면목동 150-1,37.5868951,127.0817987
(지번) 중화동 209-2,37.5937538,127.0741151
(지번) 신내동 430-5,37.6042979,127.1014907
(지번) 면목동 72-53,37.5892425,127.0922494
(지번) 망우동 470-30,37.5988251,127.0980056
(지번) 상봉동 91-1,37.5967851,127.0886597
(지번) 묵1동 170-27,37.6141918,127.0770555
(지번) 망우동 381-5,37.5953900,127.1018421
(지번) 신내동 383-1,37.6078979,127.1000921
(지번) 묵동 173-3,37.6124584,127.0787696
(지번) 묵동 170-1,37.6138498,127.0775593
(지번) 상봉동 130-1,37.5934936,127.0756613
(지번) 면목동 100-64,37.5900602,127.0916794
(지번) 상봉동 87-2,37.5948916,127.0893065
(지번) 망우동 489-2,37.5993423,127.0968919
(지번) 묵동 238-91,37.6131652,127.0767935
(지번) 면목동 497-7,37.5823536,127.0883114
(지번) 신내동 384-6,37.6077540,127.1006532
(지번) 상봉동 90-49,37.5956051,127.0891878
(지번) 상봉동 136-50,37.5928738,127.0743133
(지번) 망우동 490-8,37.5987168,127.0966339
(지번) 상봉동 314-50,37.5981874,127.0848391
(지번) 면목동 498-4,37.5827887,127.0882136
(지번) 상봉동 113-3,37.5950321,127.0856256
(지번) 망우동 470-1,37.5993442,127.0994458
(지번) 상봉동 122-9,37.5936196,127.0828109
(지번) 면목동 198-4,37.5907339,127.0729749
(지번) 면목동 126-40,37.5901582,127.0868603
(지번) 중화동 306-71,37.6018642,127.0782546
(지번) 상봉동 121-68,37.5939076,127.0827204
(지번) 망우동 470-10,37.5989802,127.0976397
(지번) 신내동 405-3,37.6081192,127.0979572
(지번) 묵1동 162-1,37.6164481,127.0793359
(지번) 상봉동 91-1,37.5967851,127.0886597
(지번) 상봉동 220-8,37.6021409,127.0874361
(지번) 신내동 493-46,37.6003516,127.0988030
(지번) 면목동 126-6,37.5896533,127.0870690
(지번) 면목동 126-2,37.5899995,127.0869608
(지번) 면목동 718-2,37.5721471,127.0798631
(지번) 묵동 170-1,37.6138498,127.0775593
(지번) 면목동 633-9,37.5793951,127.0868800
(지번) 상봉동 84-39,37.5947720,127.0928696
(지번) 묵동 242-87,37.6093607,127.0741584
(지번) 상봉동 74-1,37.5989930,127.0951000
(지번) 묵동 307-4,37.6163184,127.0796776
(지번) 묵동 300-1,37.6155234,127.0791475
(지번) 상봉동 500,37.5981105,127.0905253
(지번) 신내동 565-14,37.6053462,127.0965419
(지번) 면목동 89-5,37.5937310,127.0919817
(지번) 상봉동 118-12,37.5950371,127.0817840
(지번) 묵동 249-111,37.6064105,127.0765928
(지번) 중화동 297-64,37.5955302,127.0766079
(지번) 면목동 126-6,37.5896533,127.0870690
(지번) 면목동 604-24,37.5811914,127.0866988
(지번) 면목동 496-4,37.5809905,127.0880752
(지번) 묵동 171-4,37.6136222,127.0783206
(지번) 면목동 184-48,37.5916802,127.0776032
(지번) 면목동 655-4,37.5790935,127.0853075
(지번) 면목동 117-35,37.5880232,127.0868715
(지번) 면목동 605-6,37.5811984,127.0853685
(지번) 상봉동 130-166,37.5934541,127.0755081
(지번) 면목동 87-65,37.5914600,127.0932147
(지번) 중화동 306-49,37.6024446,127.0778583
(지번) 망우동 495,37.5976697,127.0944176
(지번) 면목동 182-34,37.5908936,127.0758000
(지번) 상봉동 136-1,37.5931628,127.0741093
(지번) 망우동 563,37.5985069,127.0951333
(지번) 면목동 501-17,37.5843549,127.0873460
(지번) 상봉동 111-17,37.5941618,127.0848534
(지번) 상봉동 90-12,37.5957267,127.0891463
(지번) 상봉동 49-11,37.5994064,127.0951989
(지번) 묵동 159-28,37.6177094,127.0792526
(지번) 상봉동 105-9,37.5943907,127.0884451
(지번) 신내동 345-8,37.6148491,127.1013697
(지번) 중화동 303-16,37.5999723,127.0795166
(지번) 묵동 170-1,37.6138498,127.0775593
(지번) 망우동 410-3,37.5944786,127.1001856
(지번) 면목본동 501-3,37.5845620,127.0882576
(지번) 망우동 461-2,37.5956448,127.0991247
(지번) 면목동 1502-2,37.5752314,127.0885162
(지번) 묵동 174-29,37.6124979,127.0780758
(지번) 묵동 169-10,37.6150762,127.0768384
(지번) 상봉동 116-4,37.5961578,127.0838976
(지번) 상봉동 200-45,37.5988793,127.0860650
(지번) 면목동 50-34,37.5871125,127.0948633
(지번) 면목동 595-51,37.5826005,127.0877820
(지번) 상봉동 104-101,37.5940798,127.0876151
(지번) 신내동 409-12,37.6071178,127.0974646
(지번) 면목동 473-15,37.5810403,127.0887246
(지번) 면목동 91-61,37.5926457,127.0871945
(지번) 면목동 121-24,37.5892941,127.0879878
(지번) 상봉동 100-17,37.5964501,127.0847973
(지번) 상봉동 501,37.5974441,127.0922516
(지번) 면목동 118-24,37.5877538,127.0855387
(지번) 면목동 459-9,37.5814930,127.0887995
(지번) 상봉동 103-18,37.5952477,127.0888629
(지번) 면목동 101-1,37.5898424,127.0899052
(지번) 상봉동 90-50,37.5955288,127.0892210
(지번) 신내동 531-3,37.6023690,127.0953152
(지번) 묵동 234-15,37.6150325,127.0756984
(지번) 면목동 652-35,37.5802616,127.0839562
(지번) 상봉동 125-1,37.5923281,127.0837401
(지번) 상봉2동 107-13,37.5934480,127.0865113
(지번) 상봉동 87-7,37.5948013,127.0890186
(지번) 묵1동 160-1,37.6175798,127.0789017
(지번) 중화동 329-142,37.6013906,127.0753013
(지번) 면목동 371-125,37.5757916,127.0859588
(지번) 상봉동 87,37.5950118,127.0891180
(지번) 면목동 498-5,37.5834722,127.0882073
(지번) 면목동 103-5,37.5892583,127.0903849
(지번) 중화동 300-38,37.5970746,127.0762336
(지번) 묵동 169-12,37.6153625,127.0768574
(지번) 면목동 103-5,37.5892583,127.0903849
(지번) 상봉동 113-4,37.5947681,127.0856946
(지번) 망우동 506-1,37.5964904,127.0934722
(지번) 면목동 1527,37.5872180,127.0961012
(지번) 신내동 385-7,37.6081524,127.1005666
(지번) 망우동 490-30,37.5984876,127.0963261
(지번) 상봉동 74-46,37.5987545,127.0941143
(지번) 상봉동 102-59,37.5951513,127.0860897
(지번) 망우동 410-8,37.5944816,127.0998815
(지번) 신내동 588-4,37.6058397,127.0961046
(지번) 상봉동 106-5,37.5933107,127.0883738
(지번) 면목동 504-5,37.5857409,127.0881740
(지번) 면목동 458-1,37.5834224,127.0886970
(지번) 묵동 244-140,37.6096824,127.0766934
(지번) 면목동 119-34,37.5880759,127.0855143
(지번) 면목동 359-15,37.5870593,127.0881834
(지번) 묵동 239-82,37.6100093,127.0773196
(지번) 면목동 87-66,37.5912301,127.0932678
(지번) 면목동 126-39,37.5890524,127.0870501
(지번) 신내동 407-21,37.6076259,127.0979851
(지번) 면목동 601-1,37.5817179,127.0874857
(지번) 중화동 303-68,37.6014526,127.0789193
(지번) 신내동 648,37.6169600,127.0913012
(지번) 상봉동 130-85,37.5926511,127.0750189
(지번) 면목동 56-2,37.5858870,127.0952526
(지번) 면목동 499-29,37.5837906,127.0870494
(지번) 망우동 563-11,37.5982352,127.0947506
(지번) 면목동 458-1,37.5834224,127.0886970
(지번) 상봉동 106-3,37.5934955,127.0880835
(지번) 중화동 307-10,37.6040839,127.0787015
(지번) 묵동 58-13,37.6160769,127.0799009
(지번) 망우동 442-1,37.5915452,127.0982748
(지번) 묵동 246-7,37.6071758,127.0764798
(지번) 면목동 359-2,37.5874729,127.0880907
(지번) 면목동 636-13,37.5805466,127.0866079
(지번) 망우동 487-12,37.5999441,127.0993942
(지번) 상봉동 130-139,37.5931673,127.0761343
(지번) 면목동 596-4,37.5819011,127.0878505
(지번) 면목동 472-32,37.5809031,127.0903242
(지번) 면목동 1502-2,37.5752314,127.0885162
(지번) 상봉동 113,37.5955234,127.0853545
(지번) 신내동 410-90,37.6065662,127.0981055
(지번) 면목본동 105-6,37.5885746,127.0892906
(지번) 면목동 555-36,37.5845118,127.0854439
(지번) 면목동 131-1,37.5924696,127.0863108
(지번) 상봉동 101-47,37.5960662,127.0859151
(지번) 면목동 181-63,37.5898471,127.0762358
(지번) 상봉동 50-8,37.5991072,127.0934718
(지번) 상봉동 314-69,37.5978345,127.0851708
(지번) 면목동 523-5,37.5808523,127.0921821
(지번) 신내동 409-5,37.6063441,127.0979557
(지번) 상봉동 102-73,37.5948596,127.0862129
(지번) 면목동 117-17,37.5878894,127.0862927
(지번) 묵동 122-206,37.6091301,127.0792412
(지번) 면목동 147-7,37.5869351,127.0803859
(지번) 묵동 243-68,37.6093119,127.0760871
(지번) 중화동 208-33,37.5939986,127.0750395
(지번) 묵동 122-350,37.6090606,127.0783535
(지번) 망우동 491-35,37.5981759,127.0962232
(지번) 면목동 126-7,37.5894390,127.0870125
(지번) 망우동 486-8,37.5992143,127.0998917
(지번) 망우동 563-20,37.5983057,127.0949259
(지번) 면목동 496-15,37.5814304,127.0882224
(지번) 묵동 240-163,37.6116341,127.0743857
(지번) 면목동 352-20,37.5768256,127.0851074
(지번) 면목동 353-3,37.5776268,127.0856668
(지번) 묵동 169-11,37.6145711,127.0771458
(지번) 상봉동 113-2,37.5951989,127.0855916
(지번) 망우동 469-65,37.5985930,127.0981558
(지번) 상봉동 109,37.5931637,127.0861461
(지번) 면목동 499-42,37.5837045,127.0879926
(지번) 묵동 244-149,37.6095908,127.0776329
(지번) 면목동 184-15,37.5918250,127.0778367
(지번) 면목동 470-3,37.5808980,127.0919548
(지번) 묵동 170-1,37.6138498,127.0775593
(지번) 망우본동 364-50,37.5991319,127.1009406
(지번) 묵동 238-122,37.6121885,127.0760502
(지번) 망우동 207-2,37.6000791,127.1043542
(지번) 상봉동 107-43,37.5944679,127.0863609
(지번) 면목동 74-17,37.5898025,127.0916460
(지번) 면목동 617-3,37.5794480,127.0877705
